ICD_CODE,NAME
9960,"*Mechanical complication of cardiac device, implant and graft"
99600,"Mechanical complication of unspecified cardiac device, implant and graft"
99601,Mechanical complication due to cardiac pacemaker (electrode)
99602,Mechanical complication due to heart valve prosthesis
99603,Mechanical complication due to coronary bypass graft
99604,Mechanical complication due to automatic implantable cardiac defibrillator
99609,"Other mechanical complication of cardiac device, implant and graft"
9961,"Mechanical complication of other vascular device, implant and graft"
9962,"Mechanical complication of nervous system device, implant and graft"
9963,"*Mechanical complication of genitourinary device, implant and graft"
99630,"Mechanical complication of unspecified genitourinary device, implant and graft"
99631,Mechanical complication due to urethral (indwelling) catheter
99632,Mechanical complication due to intrauterine contraceptive device
99639,"Mechanical complication of other genitourinary device, implant and graft"
9964,"Mechanical complication of internal orthopedic device, implant and graft"
9965,"*Mechanical complication of other specified prosthetic device, implant and graft"
99651,Mechanical complication due to corneal graft
99652,"Mechanical complication due to graft of other tissue, not elsewhere classified"
99653,Mechanical complication due to ocular lens prosthesis
99654,Mechanical complication due to breast prosthesis
99655,Mechanical complication due to artificial skin graft and decellularized allodermis
99656,Mechanical complication due to peritoneal dialysis catheter
99659,"Mechanical complication due to other implant and internal device, NEC."
9966,"*Infection and inflammatory reaction due to internal prosthetic device, implant and graft"
99660,"Infection and inflammatory reaction due to unspecified internal prosthetic device, implant, and graft"
99661,"Infection and inflammatory reaction due to cardiac device, implant and graft"
99662,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
99663,"Infection and inflammatory reaction due to nervous system device, implant, and graft"
99664,Infection and inflammatory reaction due to indwelling urinary catheter
99665,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft"
99666,Infection and inflammatory reaction due to internal joint prosthesis
99667,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
99668,Infection and inflammatory reaction due to peritoneal dialysis catheter
99669,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft"
9967,"*Other complications of internal prosthetic device, implant and graft"
99670,"Other complications due to unspecified device, implant, and graft"
99671,Other complications due to heart valve prosthesis
99672,"Other complications due to other cardiac device, implant, and graft"
99673,"Other complications due to renal dialysis device, implant, and graft"
99674,"Other complications due to vascular device, implant, and graft"
99675,"Other complications due to nervous system device, implant, and graft"
99676,"Other complications due to genitourinary device, implant, and graft"
99677,Other complications due to internal joint prosthesis
99678,"Other complications due to other internal orthopedic device, implant, and graft"
99679,"Other complications due to other internal prosthetic device, implant, and graft"
9968,*Complications of transplanted organ
99680,"Complications of transplanted organ, unspecified"
99681,Complications of transplanted kidney
99682,Complications of transplanted liver
99683,Complications of transplanted heart
99684,Complications of transplanted lung
99685,Complications of transplanted bone marrow
99686,Complications of transplanted pancreas
99687,Complications of transplanted intestine
99689,Complications of other specified transplanted organ
9969,*Complications of reattached extremity or body part
99690,Complications of reattached unspecified extremity
99691,Complications of reattached forearm
99692,Complications of reattached hand
99693,Complications of reattached finger(s)
99694,"Complications of reattached upper extremity, other and unspecified"
99695,Complications of reattached foot and toe(s)
99696,"Complications of reattached lower extremity, other and unspecified"
99699,Complications of reattached other specified body part
997,"*Complications affecting specified body systems, not elsewhere classified"
9970,*Central nervous system complications
99700,"Nervous system complication, unspecified"
99701,Central nervous system complication
99702,Iatrogenic cerebrovascular infarction or hemorrhage
99709,Other nervous system complications
9971,Cardiac complications
9972,Peripheral vascular complications
9973,Respiratory complications
9974,Digestive system complications
9975,Urinary complications
9976,*Late amputation stump complication
99760,Late amputation stump unspecified complication
99761,Neuroma of amputation stump
99762,Late amputation stump infection (chronic)
99769,Other late amputation stump complication
9979,"*Complications affecting other specified body systems, not elsewhere classified"
99791,"Complications affecting other specified body system, not elsewhere classified, hypertension"
99799,"Other complications affecting other specified body system, not elsewhere classified"
998,"*Other complications of procedures, not elsewhere classified"
9980,Postoperative shock
9981,*Hemorrhage or hematoma or seroma complicating a procedure
99811,Hemorrhage complicating a procedure
99812,Hematoma complicating a procedure
99813,Seroma complicating a procedure
9982,Accidental puncture or laceration during a procedure
9983,Disruption of operation wound
9984,Foreign body accidentally left during a procedure
9985,*Postoperative infection
99851,Infected postoperative seroma
99859,Other postoperative infection
9986,Persistent postoperative fistula
9987,Acute reaction to foreign substance accidentally left during a procedure
9988,"*Other specified complications of procedures, not elsewhere classified"
99881,Emphysema (subcutaneous) (surgical) resulting from a procedure
99882,Cataract fragments in eye following cataract surgery
99883,Non-healing surgical wound
99889,Other specified complications
9989,"Unspecified complication of procedure, not elsewhere classified"
999,"*Complications of medical care, not elsewhere classified"
9990,"Complications of medical care, generalized vaccinia"
9991,"Complication of medical care, air embolism"
9992,"Complication of medical care, other vascular complications"
9993,"Complication of medical care, other infection"
9994,"Complication of medical care, anaphylactic shock due to serum"
9995,Other serum reaction
9996,ABO incompatibility reaction
9997,Rh incompatibility reaction
9998,Other transfusion reaction
9999,"Other and unspecified complications of medical care, not elsewhere classified"
E800,*Railway accident involving collision with rolling stock
E8000,"Railway accident involving collision with rolling stock, railway employee"
E8001,"Railway accident involving collision with rolling stock, passenger on railway"
E8002,"Railway accident involving collision with rolling stock, pedestrian"
E8003,"Railway accident involving collision with rolling stock, pedal cyclist"
E8008,"Railway accident involving collision with rolling stock, other specified person"
E8009,"Railway accident involving collision with rolling stock, unspecified person"
E801,*Railway accident involving collision with other object
E8010,"Railway accident involving collision with other object, railway employee"
E8011,"Railway accident involving collision with other object, passenger on railway"
E8012,"Railway accident involving collision with other object, pedestrian"
E8013,"Railway accident involving collision with other object, pedal cyclist"
E8018,"Railway accident involving collision with other object, other specified person"
E8019,"Railway accident involving collision with other object, unspecified person"
E802,*Railway accident involving derailment without antecedent collision
E8020,"Railway employee railway accident involving derailment without antecedent collision,"
E8021,"Railway accident involving derailment without antecedent collision, passenger on railway"
E8022,"Railway accident involving derailment without antecedent collision, pedestrian"
E8023,"Railway accident involving derailment without antecedent collision, pedal cyclist"
E8028,"Railway accident involving derailment without antecedent collision, other specified person"
E8029,"Railway accident involving derailment without antecedent collision, unspecified person"
E803,"*Railway accident involving explosion, fire burning"
E8030,"Railway accident involving explosion, fire or burning, railway employee"
E8031,"Railway accident involving explosion, fire or burning, passenger on railway"
E8032,"Railway accident involving explosion, fire or burning, pedestrian"
E8033,"Railway accident involving explosion, fire or burning, pedal cyclist"
E8038,"Railway accident involving explosion, fire or burning, other specified person"
E8039,"Railway accident involving explosion, fire or burning, unspecified person"
E804,"*Fall in, on or from railway train"
E8040,"Fall in, on or from railway train, railway employee"
E8041,"Fall in, on or from railway train, passenger on railway"
E8042,"Fall in, on or from railway train, pedestrian"
E8043,"Fall in, on or from railway train, pedal cyclist"
E8048,"Fall in, on or from railway train, other specified person"
E8049,"Fall in, on or from railway train, unspecified person"
E805,*Hit by rolling stock
E8050,"Hit by rolling stock, railway employee"
E8051,"Hit by rolling stock, passenger on railway"
E8052,"Hit by rolling stock, pedestrian"
E8053,"Hit by rolling stock, pedal cyclist"
E8058,"Hit by rolling stock, other specified person"
E8059,"Hit by rolling stock, unspecified person"
E806,*Other specified railway accident
E8060,"Other specified railway accident, railway employee"
E8061,"Other specified railway accident, passenger on railway"
E8062,"Other specified railway accident, pedestrian"
E8063,"Other specified railway accident, pedal cyclist"
E8068,"Other specified railway accident, other specified person"
E8069,"Other specified railway accident, unspecified person"
E807,*Railway accident of unspecified nature
E8070,"Railway accident of unspecified nature, railway employee"
E8071,"Railway accident of unspecified nature, passenger on railway"
E8072,"Railway accident of unspecified nature, pedestrian"
E8073,"Railway accident of unspecified nature, pedal cyclist"
E8078,"Railway accident of unspecified nature, other specified person"
E8079,"Railway accident of unspecified nature, unspecified person"
E810,*Motor vehicle traffic accident involving collision with train
E8100,"Motor vehicle traffic accident involving collision with train, driver of motor vehicle other than motorcycle"
E8101,"Motor vehicle traffic accident involving collision with train, passenger in motor vehicle other than motorcycle"
E8102,"Motor vehicle traffic accident involving collision with train, motorcyclist"
E8103,"Motor vehicle traffic accident involving collision with train, passenger on motorcycle"
E8104,"Motor vehicle traffic accident involving collision with train, occupant of streetcar"
E8105,"Motor vehicle traffic accident involving collision with train, rider of animal; occupant of animal-drawn vehicle"
E8106,"Motor vehicle traffic accident involving collision with train, pedal cyclist"
E8107,"Motor vehicle traffic accident involving collision with train, pedestrian"
E8108,"Motor vehicle traffic accident involving collision with train, other specified person"
E8109,"Motor vehicle traffic accident involving collision with train, unspecified person"
E811,*Motor vehicle traffic accident involving re-entrant collision with another motor vehicle
E8110,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, driver of motor vehicle other than motorcycle"
E8111,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, passenger in motor vehicle other than motorcycle"
E8112,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, motorcyclist"
E8113,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, passenger on motorcycle"
E8114,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, occupant of streetcar"
E8115,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, rider of animal; occupant of animal-drawn vehicle"
E8116,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, pedal cyclist"
E8117,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, pedestrian"
E8118,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, other specified person"
E8119,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified person"
E812,*Other motor vehicle traffic accident involving collision with motor vehicle
E8120,"Other motor vehicle traffic accident involving collision with motor vehicle, driver of motor vehicle other than motorcycle"
E8121,"Other motor vehicle traffic accident involving collision with motor vehicle, passenger in motor vehicle other than motorcycle"
E8122,"Other motor vehicle traffic accident involving collision with motor vehicle, motorcyclist"
E8123,"Other motor vehicle traffic accident involving collision with motor vehicle, passenger on motorcycle"
E8124,"Other motor vehicle traffic accident involving collision with motor vehicle, occupant of streetcar"
E8125,"Other motor vehicle traffic accident involving collision with motor vehicle, rider of animal; occupant of animal-drawn vehicle"
E8126,"Other motor vehicle traffic accident involving collision with motor vehicle, pedal cyclist"
E8127,"Other motor vehicle traffic accident involving collision with motor vehicle, pedestrian"
E8128,"Other motor vehicle traffic accident involving collision with motor vehicle, other specified person"
E8129,"Other motor vehicle traffic accident involving collision with motor vehicle, unspecified person"
E813,*Motor vehicle traffic accident involving collision with other vehicle
E8130,"Motor vehicle traffic accident involving collision with other vehicle, driver of motor vehicle other than motorcycle"
E8131,"Motor vehicle traffic accident involving collision with other vehicle, passenger in motor vehicle other than motorcycle"
E8132,"Motor vehicle traffic accident involving collision with other vehicle, motorcyclist"
E8133,"Motor vehicle traffic accident involving collision with other vehicle, passenger on motorcycle"
E8134,"Motor vehicle traffic accident involving collision with other vehicle, occupant of streetcar"
E8135,"Motor vehicle traffic accident involving collision with other vehicle, rider of animal; occupant of animal-drawn vehicle"
E8136,"Motor vehicle traffic accident involving collision with other vehicle, pedal cyclist"
E8137,"Motor vehicle traffic accident involving collision with other vehicle, pedestrian"
E8138,"Motor vehicle traffic accident involving collision with other vehicle, other specified person"
E8139,"Motor vehicle traffic accident involving collision with other vehicle, unspecified person"
E814,*Motor vehicle traffic accident involving collision with pedestrian
E8140,"Motor vehicle traffic accident involving collision with pedestrian, driver of motor vehicle other than motorcycle"
E8141,"Motor vehicle traffic accident involving collision with pedestrian, passenger in motor vehicle other than motorcycle"
E8142,"Motor vehicle traffic accident involving collision with pedestrian, motorcyclist"
E8143,"Motor vehicle traffic accident involving collision with pedestrian, passenger on motorcycle"
E8144,"Motor vehicle traffic accident involving collision with pedestrian, occupant of streetcar"
E8145,"Motor vehicle traffic accident involving collision with pedestrian, rider of animal; occupant of animal-drawn vehicle"
E8146,"Motor vehicle traffic accident involving collision with pedestrian, pedal cyclist"
E8147,"Motor vehicle traffic accident involving collision with pedestrian, pedestrian"
E8148,"Motor vehicle traffic accident involving collision with pedestrian, other specified person"
E8149,"Motor vehicle traffic accident involving collision with pedestrian, unspecified person"
E815,*Other motor vehicle traffic accident involving collision on the highway
E8150,"Other motor vehicle traffic accident involving collision on the highway, driver of motor vehicle other than motorcycle"
E8151,"Other motor vehicle traffic accident involving collision on the highway, passenger in motor vehicle other than motorcycle"
E8152,"Other motor vehicle traffic accident involving collision on the highway, motorcyclist"
E8153,"Other motor vehicle traffic accident involving collision on the highway, passenger on motorcycle"
E8154,"Other motor vehicle traffic accident involving collision on the highway, occupant of streetcar"
E8155,"Other motor vehicle traffic accident involving collision on the highway, rider of animal; occupant of animal-drawn vehicle"
E8156,"Other motor vehicle traffic accident involving collision on the highway, pedal cyclist"
E8157,"Other motor vehicle traffic accident involving collision on the highway, pedestrian"
E8158,"Other motor vehicle traffic accident involving collision on the highway, other specified person"
E8159,"Other motor vehicle traffic accident involving collision on the highway, unspecified person"
E816,"*Motor vehicle traffic accident due to loss of control, without collision on the highway"
E8160,"Motor vehicle traffic accident due to loss of control, without collision on the highway, driver of motor vehicle other than motorcycle"
E8161,"Motor vehicle traffic accident due to loss of control, without collision on the highway, passenger in motor vehicle other than motorcycle"
E8162,"Motor vehicle traffic accident due to loss of control, without collision on the highway, motorcyclist"
E8163,"Motor vehicle traffic accident due to loss of control, without collision on the highway, passenger on motorcycle"
E8164,"Motor vehicle traffic accident due to loss of control, without collision on the highway, occupant of streetcar"
E8165,"Motor vehicle traffic accident due to loss of control, without collision on the highway, rider of animal; occupant of animal-drawn vehicle"
E8166,"Motor vehicle traffic accident due to loss of control, without collision on the highway, pedal cyclist"
E8167,"Motor vehicle traffic accident due to loss of control, without collision on the highway, pedestrian"
E8168,"Motor vehicle traffic accident due to loss of control, without collision on the highway, other specified person"
E8169,"Motor vehicle traffic accident due to loss of control, without collision on the highway, unspecified person"
E817,*Noncollision motor vehicle traffic accident while boarding or alighting
E8170,"Noncollision motor vehicle traffic accident while boarding or alighting, driver of motor vehicle other than motorcycle"
E8171,"Noncollision motor vehicle traffic accident while boarding or alighting, passenger in motor vehicle other than motorcycle"
E8172,"Noncollision motor vehicle traffic accident while boarding or alighting, motorcyclist"
E8173,"Noncollision motor vehicle traffic accident while boarding or alighting, passenger on motorcycle"
E8174,"Noncollision motor vehicle traffic accident while boarding or alighting, occupant of streetcar"
E8175,"Noncollision motor vehicle traffic accident while boarding or alighting, rider of animal; occupant of animal-drawn vehicle"
E8176,"Noncollision motor vehicle traffic accident while boarding or alighting, pedal cyclist"
E8177,"Noncollision motor vehicle traffic accident while boarding or alighting, pedestrian"
E8178,"Noncollision motor vehicle traffic accident while boarding or alighting, other specified person"
E8179,"Noncollision motor vehicle traffic accident while boarding or alighting, unspecified person"
E818,*Other noncollision motor vehicle traffic accident
E8180,"Other noncollision motor vehicle traffic accident, driver of motor vehicle other than motorcycle"
E8181,"Other noncollision motor vehicle traffic accident, passenger in motor vehicle other than motorcycle"
E8182,"Other noncollision motor vehicle traffic accident, motorcyclist"
E8183,"Other noncollision motor vehicle traffic accident, passenger on motorcycle"
E8184,"Other noncollision motor vehicle traffic accident, occupant of streetcar"
E8185,"Other noncollision motor vehicle traffic accident, rider of animal; occupant of animal-drawn vehicle"
E8186,"Other noncollision motor vehicle traffic accident, pedal cyclist"
E8187,"Other noncollision motor vehicle traffic accident, pedestrian"
E8188,"Other noncollision motor vehicle traffic accident, other specified person"
E8189,"Other noncollision motor vehicle traffic accident, unspecified person"
E819,*Motor vehicle traffic accident of unspecified nature
E8190,"Motor vehicle traffic accident of unspecified nature, driver of motor vehicle other than motorcycle"
E8191,"Motor vehicle traffic accident of unspecified nature, passenger in motor vehicle other than motorcycle"
E8192,"Motor vehicle traffic accident of unspecified nature, motorcyclist"
E8193,"Motor vehicle traffic accident of unspecified nature, passenger on motorcycle"
E8194,"Motor vehicle traffic accident of unspecified nature, occupant of streetcar"
E8195,"Motor vehicle traffic accident of unspecified nature, rider of animal; occupant of animal-drawn vehicle"
E8196,"Motor vehicle traffic accident of unspecified nature, pedal cyclist"
E8197,"Motor vehicle traffic accident of unspecified nature, pedestrian"
E8198,"Motor vehicle traffic accident of unspecified nature, other specified person"
E8199,"Motor vehicle traffic accident of unspecified nature, unspecified person"
E820,*Nontraffic accident involving motor-driven snow vehicle
E8200,"Nontraffic accident involving motor-driven snow vehicle, driver of motor vehicle other than motorcycle"
E8201,"Nontraffic accident involving motor-driven snow vehicle, passenger in motor vehicle other than motorcycle"
E8202,"Nontraffic accident involving motor-driven snow vehicle, motorcyclist"
E8203,"Nontraffic accident involving motor-driven snow vehicle, passenger on motorcycle"
E8204,"Nontraffic accident involving motor-driven snow vehicle, occupant of streetcar"
E8205,"Nontraffic accident involving motor-driven snow vehicle, rider of animal; occupant of animal-drawn vehicle"
E8206,"Nontraffic accident involving motor-driven snow vehicle, pedal cyclist"
E8207,"Nontraffic accident involving motor-driven snow vehicle, pedestrian"
E8208,"Nontraffic accident involving motor-driven snow vehicle, other specified person"
E8209,"Nontraffic accident involving motor-driven snow vehicle, unspecified person"
E821,*Nontraffic accident involving other off-road motor vehicle
E8210,"Nontraffic accident involving other off-road motor vehicle, driver of motor vehicle other than motorcycle"
E8211,"Nontraffic accident involving other off-road motor vehicle, passenger in motor vehicle other than motorcycle"
E8212,"Nontraffic accident involving other off-road motor vehicle, motorcyclist"
E8213,"Nontraffic accident involving other off-road motor vehicle, passenger on motorcycle"
E8214,"Nontraffic accident involving other off-road motor vehicle, occupant of streetcar"
E8215,"Nontraffic accident involving other off-road motor vehicle, rider of animal; occupant of animal-drawn vehicle"
E8216,"Nontraffic accident involving other off-road motor vehicle, pedal cyclist"
E8217,"Nontraffic accident involving other off-road motor vehicle, pedestrian"
E8218,"Nontraffic accident involving other off-road motor vehicle, other specified person"
E8219,"Nontraffic accident involving other off-road motor vehicle, unspecified person"
E822,*Other motor vehicle nontraffic accident involving collision with moving object
E8220,"Other motor vehicle nontraffic accident involving collision with moving object, driver of motor vehicle other than motorcycle"
E8221,"Other motor vehicle nontraffic accident involving collision with moving object, passenger in motor vehicle other than motorcycle"
E8222,"Other motor vehicle nontraffic accident involving collision with moving object, motorcyclist"
E8223,"Other motor vehicle nontraffic accident involving collision with moving object, passenger on motorcycle"
E8224,"Other motor vehicle nontraffic accident involving collision with moving object, occupant of streetcar"
E8225,"Other motor vehicle nontraffic accident involving collision with moving object, rider of animal; occupant of animal-drawn vehicle"
E8226,"Other motor vehicle nontraffic accident involving collision with moving object, pedal cyclist"
E8227,"Other motor vehicle nontraffic accident involving collision with moving object, pedestrian"
E8228,"Other motor vehicle nontraffic accident involving collision with moving object, other specified person"
E8229,"Other motor vehicle nontraffic accident involving collision with moving object, unspecified person"
E823,*Other motor vehicle nontraffic accident involving collision with stationary object
E8230,"Other motor vehicle nontraffic accident involving collision with stationary object, driver of motor vehicle other than motorcycle"
E8231,"Other motor vehicle nontraffic accident involving collision with stationary object, passenger in motor vehicle other than motorcycle"
E8232,"Other motor vehicle nontraffic accident involving collision with stationary object, motorcyclist"
E8233,"Other motor vehicle nontraffic accident involving collision with stationary object, passenger on motorcycle"
E8234,"Other motor vehicle nontraffic accident involving collision with stationary object, occupant of streetcar"
E8235,"Other motor vehicle nontraffic accident involving collision with stationary object, rider of animal; occupant of animal-drawn vehicle"
E8236,"Other motor vehicle nontraffic accident involving collision with stationary object, pedal cyclist"
E8237,"Other motor vehicle nontraffic accident involving collision with stationary object, pedestrian"
E8238,"Other motor vehicle nontraffic accident involving collision with stationary object, other specified person"
E8239,"Other motor vehicle nontraffic accident involving collision with stationary object, unspecified person"
E824,*Other motor vehicle nontraffic accident while boarding and alighting
E8240,"Other motor vehicle nontraffic accident while boarding and alighting, driver of motor vehicle other than motorcycle"
E8241,"Other motor vehicle nontraffic accident while boarding and alighting, passenger in motor vehicle other than motorcycle"
E8242,"Other motor vehicle nontraffic accident while boarding and alighting, motorcyclist"
E8243,"Other motor vehicle nontraffic accident while boarding and alighting, passenger on motorcycle"
E8244,"Other motor vehicle nontraffic accident while boarding and alighting, occupant of streetcar"
E8245,"Other motor vehicle nontraffic accident while boarding and alighting, rider of animal; occupant of animal-drawn vehicle"
E8246,"Other motor vehicle nontraffic accident while boarding and alighting, pedal cyclist"
E8247,"Other motor vehicle nontraffic accident while boarding and alighting, pedestrian"
E8248,"Other motor vehicle nontraffic accident while boarding and alighting, other specified person"
E8249,"Other motor vehicle nontraffic accident while boarding and alighting, unspecified person"
E825,*Other motor vehicle nontraffic accident of other and unspecified nature
E8250,"Other motor vehicle nontraffic accident of other and unspecified nature, driver of motor vehicle other than motorcycle"
E8251,"Other motor vehicle nontraffic accident of other and unspecified nature, passenger in motor vehicle other than motorcycle"
E8252,"Other motor vehicle nontraffic accident of other and unspecified nature, motorcyclist"
E8253,"Other motor vehicle nontraffic accident of other and unspecified nature, passenger on motorcycle"
E8254,"Other motor vehicle nontraffic accident of other and unspecified nature, occupant of streetcar"
E8255,"Other motor vehicle nontraffic accident of other and unspecified nature, rider of animal; occupant of animal-drawn vehicle"
E8256,"Other motor vehicle nontraffic accident of other and unspecified nature, pedal cyclist"
E8257,"Other motor vehicle nontraffic accident of other and unspecified nature, pedestrian"
E8258,"Other motor vehicle nontraffic accident of other and unspecified nature, other specified person"
E8259,"Other motor vehicle nontraffic accident of other and unspecified nature, unspecified person"
E826,*Pedal cycle accident
E8260,"Pedal cycle accident, pedestrian"
E8261,"Pedal cycle accident, pedal cyclist"
E8262,"Pedal cycle accident, rider of animal"
E8263,"Pedal cycle accident, occupant of animal-drawn vehicle"
E8264,"Pedal cycle accident, occupant of streetcar"
E8268,"Pedal cycle accident, other specified person"
E8269,"Pedal cycle accident, unspecified person"
E827,*Animal-drawn vehicle accident
E8270,"Animal-drawn vehicle accident, pedestrian"
E8272,"Animal-drawn vehicle accident, rider of animal"
E8273,"Animal-drawn vehicle accident, occupant of animal-drawn vehicle"
E8274,"Animal-drawn vehicle accident, occupant of streetcar"
E8278,"Animal-drawn vehicle accident, other specified person"
E8279,"Animal-drawn vehicle accident, unspecified person"
E828,*Accident involving animal being ridden
E8280,"Accident involving animal being ridden, pedestrian"
E8282,"Accident involving animal being ridden, rider of animal"
E8284,"Accident involving animal being ridden, occupant of streetcar"
E8288,"Accident involving animal being ridden, other specified person"
E8289,"Accident involving animal being ridden, unspecified person"
E829,*Other road vehicle accidents
E8290,"Other road vehicle accidents, pedestrian"
E8294,"Other road vehicle accidents, occupant of streetcar"
E8298,"Other road vehicle accidents, other specified person"
E8299,"Other road vehicle accidents, unspecified person"
E830,*Accident to watercraft causing submersion
E8300,"Accident to watercraft causing submersion, occupant of small boat, unpowered"
E8301,"Accident to watercraft causing submersion, occupant of small boat, powered"
E8302,"Accident to watercraft causing submersion, occupant of other watercraft-crew"
E8303,"Accident to watercraft causing submersion, occupant of other watercraft-other than crew"
E8304,"Accident to watercraft causing submersion, water skier"
E8305,"Accident to watercraft causing submersion, swimmer"
E8306,"Accident to watercraft causing submersion, dockers, stevedores"
E8308,"Accident to watercraft causing submersion, other specified person"
E8309,"Accident to watercraft causing submersion, unspecified person"
E831,*Accident to watercraft causing other injury
E8310,"Accident to watercraft causing other injury, occupant of small boat, unpowered"
E8311,"Accident to watercraft causing other injury, occupant of small boat, powered"
E8312,"Accident to watercraft causing other injury, occupant of other watercraft-crew"
E8313,"Accident to watercraft causing other injury, occupant of other watercraft-other than crew"
E8314,"Accident to watercraft causing other injury, water skier"
E8315,"Accident to watercraft causing other injury, swimmer"
E8316,"Accident to watercraft causing other injury, dockers, stevedores"
E8318,"Accident to watercraft causing other injury, other specified person"
E8319,"Accident to watercraft causing other injury, unspecified person"
E832,*Other accidental submersion or drowning in water transport accident
E8320,"Other accidental submersion or drowning in water transport accident, occupant of small boat, unpowered"
E8321,"Other accidental submersion or drowning in water transport accident, occupant of small boat, powered"
E8322,"Other accidental submersion or drowning in water transport accident, occupant of other watercraft-crew"
E8323,"Other accidental submersion or drowning in water transport accident, occupant of other watercraft-other than crew"
E8324,"Other accidental submersion or drowning in water transport accident, water skier"
E8325,"Other accidental submersion or drowning in water transport accident, swimmer"
E8326,"Other accidental submersion or drowning in water transport accident, dockers, stevedores"
E8328,"Other accidental submersion or drowning in water transport accident, other specified person"
E8329,"Other accidental submersion or drowning in water transport accident, unspecified person"
E833,*Fall on stairs or ladders in water transport
E8330,"Fall on stairs or ladders in water transport, occupant of small boat, unpowered"
E8331,"Fall on stairs or ladders in water transport, occupant of small boat, powered"
E8332,"Fall on stairs or ladders in water transport, occupant of other watercraft-crew"
E8333,"Fall on stairs or ladders in water transport, occupant of other watercraft-other than crew"
E8334,"Fall on stairs or ladders in water transport, water skier"
E8335,"Fall on stairs or ladders in water transport, swimmer"
E8336,"Fall on stairs or ladders in water transport, dockers, stevedores"
E8338,"Fall on stairs or ladders in water transport, other specified person"
E8339,"Fall on stairs or ladders in water transport, unspecified person"
E834,*Other fall from one level to another in water transport
E8340,"Other fall from one level to another in water transport, occupant of small boat, unpowered"
E8341,"Other fall from one level to another in water transport, occupant of small boat, powered"
E8342,"Other fall from one level to another in water transport, occupant of other watercraft-crew"
E8343,"Other fall from one level to another in water transport, occupant of other watercraft-other than crew"
E8344,"Other fall from one level to another in water transport, water skier"
E8345,"Other fall from one level to another in water transport, swimmer"
E8346,"Other fall from one level to another in water transport, dockers, stevedores"
E8348,"Other fall from one level to another in water transport, other specified person"
E8349,"Other fall from one level to another in water transport, unspecified person"
E835,*Other and unspecified fall in water transport
E8350,"Other and unspecified fall in water transport, occupant of small boat, unpowered"
E8351,"Other and unspecified fall in water transport, occupant of small boat, powered"
E8352,"Other and unspecified fall in water transport, occupant of other watercraft-crew"
E8353,"Other and unspecified fall in water transport, occupant of other watercraft-other than crew"
E8354,"Other and unspecified fall in water transport, water skier"
E8355,"Other and unspecified fall in water transport, swimmer"
E8356,"Other and unspecified fall in water transport, dockers, stevedores"
E8358,"Other and unspecified fall in water transport, other specified person"
E8359,"Other and unspecified fall in water transport, unspecified person"
E836,*Machinery accident in water transport
E8360,"Machinery accident in water transport, occupant of small boat, unpowered"
E8361,"Machinery accident in water transport, occupant of small boat, powered"
E8362,"Machinery accident in water transport, occupant of other watercraft-crew"
E8363,"Machinery accident in water transport, occupant of other watercraft-other than crew"
E8364,"Machinery accident in water transport, water skier"
E8365,"Machinery accident in water transport, swimmer"
E8366,"Machinery accident in water transport, dockers, stevedores"
E8368,"Machinery accident in water transport, other specified person"
E8369,"Machinery accident in water transport, unspecified person"
E837,"*Explosion, fire or burning in watercraft"
E8370,"Explosion, fire or burning in watercraft, occupant of small boat, unpowered"
E8371,"Explosion, fire or burning in watercraft, occupant of small boat, powered"
E8372,"Explosion, fire or burning in watercraft, occupant of other watercraft-crew"
E8373,"Explosion, fire or burning in watercraft, occupant of other watercraft-other than crew"
E8374,"Explosion, fire or burning in watercraft, water skier"
E8375,"Explosion, fire or burning in watercraft, swimmer"
E8376,"Explosion, fire or burning in watercraft, dockers, stevedores"
E8378,"Explosion, fire or burning in watercraft, other specified person"
E8379,"Explosion, fire or burning in watercraft, unspecified person"
E838,*Other and unspecified water transport accident
E8380,"Other and unspecified water transport accident, occupant of small boat, unpowered"
E8381,"Other and unspecified water transport accident, occupant of small boat, powered"
E8382,"Other and unspecified water transport accident, occupant of other watercraft-crew"
E8383,"Other and unspecified water transport accident, occupant of other watercraft-other than crew"
E8384,"Other and unspecified water transport accident, water skier"
E8385,"Other and unspecified water transport accident, swimmer"
E8386,"Other and unspecified water transport accident, dockers, stevedores"
E8388,"Other and unspecified water transport accident, other specified person"
E8389,"Other and unspecified water transport accident, unspecified person"
E840,*Accident to powered aircraft at takeoff or landing
E8400,"Accident to powered aircraft at takeoff or landing, occupant of spacecraft"
E8401,"Accident to powered aircraft at takeoff or landing, occupant of military aircraft, any"
E8402,"Accident to powered aircraft at takeoff or landing, crew of commercial aircraft (powered) in surface to surface transport"
